"Artist" "Track" "Album" "danceability" "energy" "loudness" "speechiness" "acousticness" "instrumentalness" "liveness" "tempo" "length" "time_signature" "A" "B" "C" "D" "AnB" "AnC" "AnD" "BnC" "BnD" "CnD" "AnBnC" "AnBnD" "AnCnD" "BnCnD" "AnBnCnD"
"2112" "Tom Grennan" "Royal Highness" "Lighting Matches (Deluxe)" 0.622 0.869 -3.639 0.043 0.109 0 0.107 140.029 193933 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2113" "Tim McMorris" "It's a Beautiful Day" "To Be Loved" 0.532 0.795 -3.979 0.0358 0.0559 0 0.295 143.837 199267 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2114" "dodie" "When" "Build A Problem" 0.309 0.0925 -15.885 0.0356 0.971 0.00212 0.102 89.829 223108 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2115" "Rise Against" "From Heads Unworthy" "Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness" 0.285 0.898 -3.342 0.0691 0.0025 3.73e-05 0.367 133.109 222373 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2116" "Ane Brun" "Lille Venn" "Lille Venn" 0.678 0.698 -8.671 0.0443 0.444 0.00325 0.0772 104.725 219990 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2117" "Luke Noa" "Roccastrada" "Roccastrada" 0.524 0.628 -9.289 0.0358 0.175 0.0798 0.0934 144.988 272933 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2118" "Bonaparte" "White Noize" "The Return of Stravinsky Wellington" 0.783 0.694 -6.522 0.0403 0.706 0.0704 0.103 120.034 224507 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2119" "Paramore" "Tell Me It's Okay - Demo" "Paramore (Deluxe Edition)" 0.458 0.906 -4.291 0.219 0.0516 0 0.0955 158.076 163517 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2120" "Massive Attack" "Weather Storm" "Protection" 0.56 0.276 -17.552 0.0404 0.396 0.863 0.105 83.179 299960 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2121" "Provinz" "Verrate deine Freunde" "Verrate deine Freunde" 0.827 0.622 -6.425 0.0622 0.0873 0 0.731 127.967 183720 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2122" "João Gilberto" "Bim Bom" "Bossa Nova Café" 0.58 0.49 -14.743 0.0439 0.534 0.00286 0.0951 92.462 72672 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2123" "Mac Miller" "Good News" "Circles" 0.794 0.32 -12.92 0.173 0.853 0.134 0.112 174.088 342040 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2124" "Cage The Elephant" "Cigarette Daydreams" "Melophobia" 0.636 0.676 -3.442 0.0263 0.0807 0 0.0831 113.98 208760 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2125" "Freedom Fry" "Strange for Love" "Strange for Love" 0.563 0.762 -7.206 0.0281 0.0815 0 0.309 93.979 217101 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2126" "Klô Pelgag" "Mélamine" "Notre-Dame-des-Sept-Douleurs" 0.6 0.662 -7.549 0.0323 0.235 0 0.0917 122.005 170293 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2127" "Noname" "Ace" "Room 25" 0.686 0.509 -9.173 0.404 0.864 0 0.12 106.889 182752 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2128" "Scott Bradlee's Postmodern Jukebox" "Seven Nation Army" "Swipe Right For Vintage" 0.485 0.513 -5.91 0.0614 0.708 0 0.508 90.374 246062 4 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"2129" "Baccara" "Yes Sir, I Can Boogie" "The Collection & Tracklisting" 0.454 0.769 -7.653 0.0814 0.127 3.23e-06 0.175 122.531 273867 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2130" "Hocus Pocus" "Feel Good" "Demon Days" 0.818 0.705 -6.679 0.177 0.00836 0.00233 0.613 138.559 222640 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2131" "The Meters" "Just Kissed My Baby" "Rejuvenation" 0.719 0.615 -13.674 0.122 0.0345 0.0492 0.0573 170.888 283573 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2132" "Melvin Miller Jones" "Binaural Gamma Sinus 90 Hz - L 190 Hz - R" "Binaural Gamma Sinus 90 Hz - L 190 Hz - R" 0.128 0.0102 -28.029 0.0603 0.623 0.996 0.111 144.932 146379 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2133" "L'aupaire" "Waterfall - Piano Version" "Reframing (Deluxe)" 0.371 0.0845 -12.463 0.05 0.971 1.67e-06 0.0966 78.735 255009 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2134" "LP" "Girls Go Wild" "Heart to Mouth" 0.711 0.868 -4.363 0.046 0.0482 0.00426 0.0709 122.029 223427 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2135" "First Aid Kit" "On the Road Again" "On the Road Again" 0.645 0.537 -13.35 0.0361 0.078 0 0.0749 111.663 145305 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2136" "Radical Face" "Welcome Home (Reprise)" "Touch the Sky (Welcome Home) - EP" 0.32 0.287 -11.62 0.0332 0.946 0.951 0.0906 141.413 148965 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2137" "Electric Guest" "American Daydream" "Mondo" 0.666 0.473 -10.06 0.0454 0.154 0.00317 0.109 75.002 168627 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2138" "Anderson .Paak" "JEWELZ" "JEWELZ" 0.884 0.653 -7.653 0.0586 0.371 0.00135 0.812 108.548 174213 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2139" "Catching Flies" "Satisfied (Ambient Reprise)" "Silver Linings Remixed" 0.386 0.304 -12.215 0.0531 0.892 0.749 0.102 122.001 195959 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"2140" "Nick Mulvey" "Moment Of Surrender" "Moment Of Surrender" 0.61 0.662 -9.182 0.0402 0.57 0.00846 0.13 104.122 299180 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2141" "Rwingsworth" "Complicated" "Let Go" 0.585 0.776 -5.898 0.0459 0.0572 7.74e-06 0.3 77.987 244507 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2142" "AnnenMayKantereit" "Das Gefühl" "12" 0.341 0.196 -14.097 0.0343 0.922 0.179 0.264 168.718 256063 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2143" "Yoke Lore" "Beige" "Goodpain" 0.434 0.677 -7.535 0.119 0.384 0.0684 0.119 167.923 204209 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2144" "Masked Wolf" "Astronaut In The Ocean" "Astronaut In The Ocean" 0.778 0.695 -6.865 0.0913 0.175 0 0.15 149.996 132780 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2145" "Craig Armstrong" "Hollow in the Ferns" "Far from the Madding Crowd (Original Motion Picture Soundtrack)" 0.218 0.141 -17.303 0.0449 0.572 0.855 0.118 84.735 218920 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2146" "The West Coast Pop Art Experimental Band" "If You Want This Love" "Part One" 0.55 0.576 -11.861 0.0327 0.0805 3.21e-05 0.3 134.773 172667 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2147" "Tommy Ashby" "High Moon" "Lay Low EP" 0.65 0.123 -15.82 0.0368 0.972 0.000611 0.11 118.995 231537 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2148" "Spongebob Squarepants" "SpongeBob SquarePants Theme Song" "SpongeBob's Greatest Hits" 0.674 0.848 -7.021 0.321 0.869 2.75e-06 0.856 120.189 44893 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2149" "Klô Pelgag" "Au musée Grévin" "L'étoile thoracique" 0.527 0.127 -11.378 0.0589 0.97 0.00598 0.0708 79.555 171507 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"2150" "Jules Ahoi" "Salt and Sun" "Between Lines" 0.521 0.649 -8.832 0.216 0.651 0 0.11 133.38 224035 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2151" "Luke Sital-Singh" "Me & God" "Me & God" 0.64 0.16 -16.206 0.0354 0.894 0.0409 0.0954 89.493 175240 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2152" "Joe Hertler & The Rainbow Seekers" "Old Love" "Pluto" 0.799 0.846 -5.602 0.0462 0.274 0.00306 0.111 109.988 257413 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2153" "Nessi Gomes" "Hold My Hand" "Hold My Hand (Music From The Motion Picture \"Top Gun: Maverick\")" 0.519 0.617 -4.287 0.0313 0.0387 0 0.401 147.708 225300 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2154" "40 Thieves" "Don't Turn It Off (feat. Qzen)" "Don't Turn It Off" 0.955 0.477 -8.381 0.145 0.0182 0.662 0.0987 116.997 278133 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2155" "Eric Clapton" "Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster" "Unplugged (Deluxe Edition)" 0.695 0.336 -12.999 0.0313 0.8 0.00264 0.701 79.109 280000 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2156" "Ben Mazué" "Des nouvelles" "Des nouvelles" 0.377 0.15 -19.285 0.108 0.91 0.315 0.181 61.208 221107 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2157" "Johann Sebastian Bach" "Pastorale in C minor" "My Personal Favorites: The Jacques Loussier Trio Plays Bach" 0.441 0.3 -18.911 0.0415 0.881 0.89 0.0988 127.426 407498 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2158" "Tom Rosenthal" "157" "157" 0.297 0.315 -11.717 0.0591 0.963 0.00673 0.328 82.068 692197 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2159" "Madeleine Peyroux" "To Love You All Over Again" "Bare Bones" 0.649 0.334 -11.843 0.0451 0.856 1.58e-05 0.216 88.79 237800 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2160" "John Coltrane" "Blue Train - Remastered 2003" "Blue Train (Expanded Edition)" 0.506 0.493 -7.759 0.0427 0.798 0.00355 0.307 134.77 644013 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2161" "John Williams" "Diagon Alley and the Gringotts Vault" "Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack" 0.285 0.0442 -27.241 0.0358 0.876 0.0709 0.114 129.025 246067 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2162" "Love" "Everybody’s Gotta Live" "Reel To Real" 0.805 0.281 -11.877 0.0961 0.607 0 0.116 105.873 204522 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2163" "Pulp" "Common People - Full Length Version" "Different Class" 0.314 0.797 -9.026 0.038 0.0057 5.59e-05 0.0718 145.393 351626 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2164" "Barenaked Ladies" "Brian Wilson" "Gordon" 0.633 0.701 -11.86 0.0398 0.365 5.16e-06 0.179 153.109 287773 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2165" "Bridgit Mendler" "Hurricane" "Hello My Name Is..." 0.757 0.825 -4.062 0.0701 0.0398 2.63e-06 0.0798 95.01 243987 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2166" "The Maccabees" "Toothpaste Kisses" "Colour It In" 0.462 0.427 -13.333 0.0792 0.893 0.101 0.37 101.675 159320 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"2167" "Jan Blomqvist" "Time Again" "Time Again" 0.629 0.865 -6.873 0.0413 0.00108 0.857 0.0613 122.989 501737 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2168" "Caetano Veloso" "You Don't Know Me" "Snacks" 0.879 0.665 -6.082 0.145 0.164 0 0.319 123.977 212573 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2169" "Jensen McRae" "Immune" "Immune" 0.545 0.365 -8.97 0.0396 0.136 4.86e-06 0.201 150.125 210166 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2170" "Genesis" "Looking For Someone - Remastered 2008" "Trespass" 0.311 0.462 -10.147 0.0361 0.222 0.00099 0.127 81.329 423533 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2171" "David Bowie" "Rebel Rebel - 1999 Remaster" "Diamond Dogs (30th Anniversary)" 0.676 0.92 -7.96 0.0435 0.00101 8.65e-06 0.248 126.341 269360 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2172" "The Cat Empire" "Bulls" "Evil Empire" 0.412 0.919 -7.291 0.184 0.0124 0.0601 0.424 166.367 229467 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2173" "Jamie T" "Sheila" "Panic Prevention" 0.729 0.865 -6.006 0.05 0.0858 0 0.0764 95.003 259813 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2174" "Patrick Doyle" "Death of Cedric" "Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack)" 0.135 0.107 -23.095 0.0435 0.718 0.975 0.214 143.271 116360 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2175" "C2C" "Down The Road" "Tetra" 0.72 0.595 -6.109 0.0976 0.0672 4.73e-05 0.0775 111 207187 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2176" "Perry Como" "It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)" "Greatest Christmas Songs" 0.724 0.276 -12.25 0.0599 0.76 0 0.116 112.874 155933 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2177" "MGMT" "Kids" "Oracular Spectacular" 0.451 0.931 -3.871 0.0719 0.00076 0.0049 0.361 122.961 302840 4 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0
"2178" "WALK THE MOON" "Heights" "HEIGHTS" 0.303 0.864 -5.684 0.0942 0.00284 2.52e-05 0.13 187.489 254920 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2179" "The Heavy" "How You Like Me Now" "The House That Dirt Built" 0.647 0.71 -4.692 0.029 0.000973 0.703 0.0777 110.059 217493 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2180" "Phony Ppl" "Somehow." "Yesterday's Tomorrow" 0.502 0.399 -9.934 0.0295 0.719 0.00363 0.645 92.904 230973 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2181" "Hozier" "Work Song" "Hozier" 0.432 0.388 -7.687 0.1 0.776 0 0.112 177.549 229716 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2182" "Lin-Manuel Miranda" "My Shot" "Hamilton (Original Broadway Cast Recording)" 0.698 0.649 -6.764 0.415 0.15 0 0.0903 180.466 333154 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2183" "Tom Misch" "Movie" "Geography" 0.785 0.379 -11.446 0.0732 0.391 0.0161 0.267 122.043 357357 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2184" "Cate Le Bon" "Are You with Me Now?" "Mug Museum" 0.607 0.63 -7.607 0.0255 0.00332 0.021 0.0792 141.562 260573 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2185" "Pomme" "Itsumo Nando Demo - from Spirited Away" "Itsumo Nando Demo (from Spirited Away)" 0.458 0.193 -10.956 0.0396 0.901 4.06e-06 0.111 120.594 228853 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2186" "David Arnold" "Duel" "Star Wars: The Phantom Menace (Original Motion Picture Soundtrack)" 0.471 0.411 -15.755 0.041 0.733 0.853 0.28 79.986 254347 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2187" "Mino Monterosso" "First Spring" "First Spring" 0.295 0.0713 -24.514 0.0331 0.974 0.834 0.106 130.959 124834 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2188" "Tom Rosenthal" "Not a Catastrophe" "Denis Was a Bird" 0.634 0.432 -7.167 0.0824 0.519 0.00103 0.0763 144.951 196262 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2189" "Leslie Clio" "Comment Allez-Vous?" "Brave New Woman" 0.51 0.399 -6.024 0.0388 0.823 3.53e-06 0.194 143.669 199453 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2190" "Yusuf / Cat Stevens" "The Wind - Dubville Sessions 2020" "Teaser And The Firecat (Deluxe)" 0.666 0.253 -14.952 0.0447 0.921 0.00749 0.213 115.615 102667 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2191" "Girl Ray" "Girl" "Certified Lover Boy" 0.767 0.438 -8.726 0.29 0.181 0 0.142 86.975 221980 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2192" "Nancy Sinatra" "These Boots Are Made For Walkin'" "Start Walkin' 1965-1976" 0.628 0.42 -10.547 0.177 0.395 2.55e-06 0.104 165.304 166133 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2193" "Otis McDonald" "Other Way Pt. III" "Other Way Pt. III" 0.825 0.287 -8.908 0.186 0.62 0.0787 0.106 90.223 242892 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2194" "JC Brooks & The Uptown Sound" "Rouse Yourself" "Howl" 0.69 0.488 -8.337 0.0263 0.115 9.42e-05 0.104 97.516 248693 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2195" "Féloche" "Silbo" "Silbo" 0.755 0.394 -9.908 0.0619 0.515 0.00019 0.229 133.912 240813 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2196" "Lola Marsh" "What Am I" "Foreigner" 0.583 0.458 -11.191 0.046 0.455 4.58e-05 0.38 90.005 249927 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2197" "Masters of Binaurality" "100-150 Hz Pads" "Total Sleep And Relaxation" 0.106 0.0367 -24.917 0.152 0.893 0.808 0.111 77.667 228844 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2198" "Bastille" "Flaws" "All This Bad Blood" 0.57 0.657 -6.987 0.0356 0.405 1.86e-06 0.0723 144.247 218800 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2199" "Arcade Fire" "Rebellion (Lies)" "Funeral" 0.401 0.933 -5.682 0.0344 0.00744 0.627 0.318 127.193 310893 4 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"2200" "Lizzy McAlpine" "Give Me A Minute" "Give Me A Minute" 0.668 0.211 -15.532 0.031 0.792 2e-04 0.108 111.969 157493 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2201" "Junior Kimbrough" "Most Things Haven't Worked Out" "Most Things Haven't Worked Out" 0.341 0.571 -7.585 0.0328 0.122 0.758 0.16 173.709 367000 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2202" "Bleachers" "How Dare You Want More" "Take the Sadness Out of Saturday Night" 0.527 0.746 -7.717 0.0536 0.0379 5.8e-05 0.0628 166.919 240200 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2203" "The Mowgli's" "Arms & Legs" "Where'd Your Weekend Go?" 0.585 0.535 -9.269 0.0288 0.0329 0 0.102 114.059 124816 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2204" "Alicia Première" "Buffet De Joie" "Buffet De Joie" 0.32 0.0227 -26.848 0.0418 0.989 0.911 0.103 126.936 174996 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2205" "The 1975" "She's American - Live From The O2, London. 16.12.16" "DH00278 (Live from The O2, London. 16.12.16)" 0.547 0.92 -6.731 0.066 0.00352 0.000223 0.966 115.979 282110 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2206" "Indochine" "Trois nuits par semaine" "3" 0.74 0.783 -13.726 0.0292 0.0176 0.000645 0.0877 137.292 312533 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"2207" "Faux Real" "Kindred Spirit" "Kindred Spirit" 0.703 0.635 -6.776 0.0358 0.197 6.36e-05 0.139 127.984 187722 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2208" "David Sylvian" "Wonderful World" "A Victim Of Stars 1982-2012" 0.443 0.438 -11.449 0.0369 0.741 6.29e-06 0.29 104.983 362986 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2209" "Bonez MC" "500 PS" "Palmen aus Plastik 2" 0.805 0.924 -5.883 0.0439 0.391 0.00448 0.0902 139.976 181971 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210" "The B-52's" "Love Shack" "Cosmic Thing" 0.701 0.803 -6.786 0.0545 0.0544 1.54e-06 0.7 133.608 320680 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2211" "UB40" "Red Red Wine" "The Very Best Of" 0.857 0.468 -8.53 0.0476 0.00414 1.32e-05 0.269 89.119 183733 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2212" "Circa Waves" "Without You" "Different Creatures" 0.326 0.834 -6.202 0.0477 3.75e-05 0.0772 0.363 173.984 215720 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2213" "Broken Bells" "The High Road" "Broken Bells" 0.61 0.638 -6.574 0.0238 0.0672 6.59e-06 0.283 79.955 232200 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"2214" "Sticky Fingers" "These Girls" "Caress Your Soul" 0.358 0.585 -8.762 0.0784 0.327 2.19e-06 0.0864 185.681 205787 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2215" "DJ Nu-Mark" "Melody" "Melody" 0.63 0.91 -2.681 0.058 0.0231 1.91e-06 0.125 123.017 167142 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2216" "Jon and Roy" "The Better Life" "The Road Ahead Is Golden" 0.59 0.663 -8.624 0.0266 0.252 0.0176 0.0782 150.056 219141 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2217" "Robert John Ardiff" "Somebody to Love" "Somebody To Love" 0.536 0.964 -4.617 0.0491 0.0476 0.157 0.156 125.014 222720 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2218" "Swim Mountain" "Somebody New" "If (Deluxe Edition)" 0.809 0.483 -7.035 0.045 0.672 0.192 0.135 95.011 194733 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2219" "Michael Patrick Kelly" "Throwback" "Throwback" 0.566 0.711 -5.418 0.0384 0.141 0 0.181 174.085 149020 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2220" "Invisibilia" "The Last Sound" "Dream Sounds, Vol. 2" 0.315 0.0456 -29.718 0.0394 0.974 0.568 0.347 83.359 177276 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2221" "Voxtrot" "The Start Of Something" "Early Music" 0.659 0.696 -7.606 0.0289 0.247 7.83e-06 0.105 107.085 272080 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2222" "The Bright Light Social Hour" "Sweet Madelene" "Space Is Still the Place" 0.3 0.808 -5.802 0.0579 0.0471 0.18 0.232 91.995 343453 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2223" "Flea" "Not Great Men" "Not Great Men" 0.782 0.69 -7.096 0.0801 0.000604 0.922 0.12 119.967 188186 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2224" "Noah Kahan" "Young Blood - Acoustic" "Young Blood (Acoustic)" 0.691 0.231 -10.512 0.0471 0.815 0 0.103 85.153 200613 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2225" "Matt Corby" "Talk It Out" "Talk It Out" 0.457 0.894 -4.092 0.0398 0.0691 0.0325 0.163 89.768 190726 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"2226" "Pawel Blaszczak" "Evening In The Tavern" "The Witcher (Original Game Soundtrack)" 0.839 0.451 -13.395 0.0598 0.828 0.964 0.126 119.962 57253 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2227" "Rihanna" "We Found Love" "Talk That Talk" 0.735 0.766 -4.485 0.0383 0.025 0.00138 0.108 127.985 215227 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2228" "J. Bernardt" "Wicked Streets - Edit" "Wicked Streets (Edit)" 0.692 0.503 -6.733 0.0346 0.00206 0.00909 0.116 103.01 216200 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2229" "The Smiths" "Girlfriend in a Coma - 2011 Remaster" "Strangeways, Here We Come" 0.68 0.626 -8.519 0.0255 0.126 1.3e-06 0.0995 104.333 122760 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2230" "Glass Animals" "Heat Waves (with iann dior)" "Dreamland (+ Bonus Levels)" 0.655 0.716 -5.077 0.0897 0.476 0 0.479 80.813 175302 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2231" "Faber" "Coda" "-!-" 0.56 0.623 -5.613 0.0407 0.00109 0.000303 0.32 119.88 224307 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2232" "Giuseppe Verdi" "Aida (1997 Digital Remaster): Celeste Aida" "Aida - Verdi" 0.159 0.15 -16.315 0.0403 0.986 0.00108 0.211 81.2 208760 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2233" "Big Red Machine" "Phoenix (feat. Fleet Foxes & Anaïs Mitchell)" "How Long Do You Think It's Gonna Last?" 0.481 0.67 -7.135 0.041 0.437 0.000146 0.079 137.838 255533 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2234" "Lawrence" "So Damn Fast" "Homesick" 0.499 0.521 -7.921 0.0396 0.517 0 0.127 73.201 284773 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2235" "Flo Morrissey" "Everybody Loves the Sunshine" "Gentlewoman, Ruby Man" 0.583 0.713 -8.504 0.0388 0.0362 0.0998 0.325 159.849 287418 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2236" "General Elektriks" "Little Lady" "Good City for Dreamers (Deluxe Edition)" 0.882 0.447 -7.673 0.0341 0.485 0.556 0.0898 95.996 299547 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2237" "Riders Connection" "Meetasaya" "Colour Me" 0.809 0.537 -8.291 0.0436 0.168 1.94e-06 0.0787 98.016 217646 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2238" "Elis Regina" "Só Tinha De Ser Com Você" "Elis & Tom" 0.793 0.372 -15.491 0.0509 0.687 0.573 0.105 120.134 233544 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2239" "Jungle Brothers" "Doin' Our Own Dang" "Done By The Forces Of Nature" 0.835 0.447 -14.901 0.22 0.155 0.00876 0.108 113.082 258933 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2240" "Kyuss" "Space Cadet" "Welcome to Sky Valley" 0.461 0.168 -16.225 0.042 0.449 0.886 0.265 169.675 422464 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
