Artist,Track,Album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,length,time_signature,A,B,C,D,AnB,AnC,AnD,BnC,BnD,CnD,AnBnC,AnBnD,AnCnD,BnCnD,AnBnCnD
Seafret,Most of Us Are Strangers,Most of Us Are Strangers,0.508,0.448,-7.03,0.0362,0.777,0.0,0.0461,79.28,222587,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dizzy Gillespie,On The Sunny Side Of The Street,Dizzy 100,0.671,0.352,-11.511,0.0556,0.532,0.000141,0.11,120.235,342891,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTEMASQUE,Drown All Your Witches,Antemasque (Deluxe Edition),0.507,0.896,-4.461,0.0354,0.0116,2.39e-06,0.245,91.969,211587,4,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0
Aukai,Winter Apples,Entretanto,0.733,0.489,-14.21,0.0364,0.752,0.749,0.0569,150.028,197000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Chinese Man,Run Run Run (Scatter) [Chill Bump Remix],Sho-Bro,0.6,0.581,-8.074,0.513,0.169,4.36e-06,0.276,89.942,220821,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tors,Love Me Back,Love Me Back (Fayahh Beat),0.602,0.612,-8.115,0.0465,0.0325,0.00943,0.147,95.161,193627,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jake Bugg,Lightning Bolt,Jake Bugg,0.551,0.839,-4.555,0.0787,0.0818,0.0,0.151,116.051,144013,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayor Deseo,Beta Sinus 201 Hz - L 230 Hz,Beta Sinus 191 Hz - L 220 Hz,0.147,0.0561,-30.137,0.0458,0.939,0.414,0.112,142.787,137462,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Far East Movement,Like A G6,Free Wired,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,124.913,216893,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frightened Rabbit,Keep Yourself Warm,The Midnight Organ Fight,0.46,0.571,-5.484,0.0297,0.00342,0.00136,0.169,114.09,333027,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'aupaire,(Sittin' On) The Dock Of The Bay,The Dock of the Bay (Mono),0.769,0.367,-11.226,0.0312,0.684,1.62e-05,0.081,103.621,163756,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pieta Brown,Is / Was,Is / Was,0.501,0.505,-8.723,0.0364,0.622,0.065,0.0991,120.84,156220,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lumineers,WHERE WE ARE,BRIGHTSIDE,0.573,0.507,-8.084,0.0342,0.759,1.37e-06,0.377,123.183,172800,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamino,Habibi,Amir,0.318,0.3,-9.227,0.0287,0.687,0.113,0.111,121.872,307267,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Various Artists,The Gambler - Rerecorded,Country Classics,0.763,0.438,-11.216,0.0404,0.343,0.0,0.0965,89.993,209800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miso,Alone,Alone With You,0.768,0.374,-12.49,0.723,0.288,1.67e-06,0.111,75.503,195200,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Buddy Rich Big Band,"The Beat Goes On - Live At Chez Club, Hollywood/1966/Remix",Big Swing Face (Live),0.405,0.888,-7.208,0.53,0.132,0.0015,0.673,158.124,340573,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
WALK THE MOON,Giants,Without Fear,0.572,0.833,-5.291,0.0754,0.014,5.77e-05,0.129,158.104,177173,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
blink-182,Always,blink-182,0.463,0.925,-5.74,0.0747,0.0106,0.027,0.189,158.337,251866,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise Against,Drones,Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,0.516,0.993,-3.722,0.0431,0.000138,3.65e-06,0.0578,104.702,181600,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Devendra Banhart,Fancy Man,Ape in Pink Marble,0.905,0.437,-7.343,0.177,0.583,0.0492,0.144,110.071,179253,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Grove,Beta Sinus 150 Hz - 158 Hz,Young Grove,0.149,0.0156,-35.287,0.0576,0.952,0.626,0.172,138.66,220682,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYML,Meant to Stay Hid,Meant to Stay Hid,0.599,0.177,-14.097,0.032,0.895,0.138,0.11,127.982,223437,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angus & Julia Stone,Grizzly Bear,Angus & Julia Stone (Deluxe),0.902,0.438,-8.63,0.0493,0.503,0.135,0.101,118.048,248520,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mumford & Sons,Hopeless Wanderer,Babel (Deluxe Version),0.304,0.572,-7.571,0.0343,0.0137,0.005,0.107,80.85,307853,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiona Apple,Frosty the Snowman,I'll Be Home For Christmas,0.764,0.162,-10.16,0.0488,0.811,0.0,0.121,148.142,130520,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Theta Time,Mantra - Alpha Waves,Mantra - Alpha Waves,0.145,0.0469,-31.497,0.0429,0.915,0.765,0.094,139.441,205671,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul McCartney,Long Tailed Winter Bird,McCartney III,0.62,0.815,-6.882,0.0463,0.194,0.773,0.48,162.118,316592,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilly Gonzales,Damage In Your Heart Chilly Gonzales version,Other People's Pieces,0.53,0.299,-13.062,0.0358,0.948,0.976,0.0675,121.997,210394,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Barriol,Our Kingdom,Yellow,0.478,0.355,-11.824,0.0343,0.645,0.00292,0.0909,103.683,186973,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Band of Horses,No One's Gonna Love You,Cease To Begin,0.313,0.894,-3.579,0.0294,0.122,0.0,0.0925,149.044,217333,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sexy Girls,Krawn the Destroyer,Satan's Hands,0.641,0.639,-12.974,0.0312,0.466,0.0167,0.0757,125.067,358373,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Chocolate,You Sexy Thing - Single Version,Their Greatest Hits,0.788,0.728,-5.912,0.0571,0.533,0.00165,0.218,105.881,242906,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faber,Tausendfrankenlang,Alles Gute,0.329,0.584,-7.563,0.0436,0.17,1.18e-05,0.12,149.367,228173,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ike Turner & The Kings Of Rhythm,Getting Nasty,Expansions,0.622,0.551,-8.458,0.0388,0.135,0.814,0.0804,95.124,177953,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sundara Karma,Sweet Intentions,Ulfilas' Alphabet,0.633,0.65,-8.229,0.0465,0.119,0.000216,0.111,100.024,216173,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,All The Time,Bahamas Is Afie,0.711,0.464,-4.816,0.0488,0.648,0.00373,0.0846,127.274,234973,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colm R. McGuinness,Hoist the Colours,Hoist the Colours,0.233,0.32,-12.186,0.0378,0.797,0.0,0.168,91.47,122700,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Alan Isakov,"If I Go, I'm Goin",This Empty Northern Hemisphere,0.509,0.0648,-17.293,0.0339,0.778,0.0282,0.11,113.742,267160,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ayla Nereo,Hum,DAMN.,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,150.011,177000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daikaiju,Farewell to Monster Island,Daikaiju,0.479,0.684,-6.756,0.038,0.0986,0.833,0.0962,79.303,506360,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Shore,The Battle of the Pelennor Fields,The Lord of the Rings - The Return of the King - The Complete Recordings (Limited Edition),0.175,0.399,-14.865,0.0501,0.473,0.959,0.0799,120.942,250040,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Satie,Messe des pauvres (Arr. A. Simonetto for Piano): II. Dixit Domine,"Satie: Esoteric Works, Vol. 2 – Vexations, Uspud, Messe des pauvres",0.559,0.00133,-43.009,0.33,0.978,0.824,0.0558,70.159,73400,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah And The Whale,Life Is Life,Last Night On Earth,0.6,0.712,-6.184,0.0429,0.17,3.17e-06,0.1,171.985,216520,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baths,Aminals,Cerulean,0.743,0.699,-6.438,0.147,0.0196,0.73,0.254,95.001,198452,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vargas & Lagola,Ain't Leaving Now,Ain't Leaving Now,0.453,0.81,-5.555,0.0352,0.00759,0.0,0.117,145.297,231067,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabbie Hanna,Honestly - Encore,Honestly (Encore),0.675,0.701,-5.045,0.494,0.338,0.000991,0.116,174.638,95000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Gavin James,The Book of Love,For You,0.665,0.315,-15.247,0.0273,0.748,0.00538,0.102,104.953,193111,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen,Cool Cat - Remastered 2011,Hot Space (2011 Remaster),0.818,0.4,-9.927,0.11,0.302,0.00241,0.18,73.76,209107,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art Blakey,Moanin' (Alternate Take) - Remastered,Moanin' (Expanded Edition),0.658,0.479,-8.464,0.0437,0.77,0.0308,0.137,130.844,559147,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neighbourhood,Afraid,I Love You.,0.349,0.698,-5.676,0.0689,0.00704,0.323,0.336,167.653,251187,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.388,114.066,217467,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noisettes,Never Forget You,Wild Young Hearts,0.569,0.692,-4.683,0.0323,0.0167,3.78e-05,0.126,141.632,192213,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Man,Eight y cinco,Groove Sessions,0.748,0.549,-8.412,0.0788,0.174,0.294,0.111,169.996,233880,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Rouse,Love Vibration,1972,0.655,0.445,-9.141,0.0286,0.276,0.0563,0.0967,134.028,291933,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Pockets,Sweet Child O' Mine,Funk Ninja,0.709,0.853,-9.024,0.0494,0.0993,0.000427,0.0797,138.38,169343,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Harry Chapin,Cat's in the Cradle,Verities & Balderdash,0.489,0.578,-9.766,0.0418,0.234,0.0,0.123,78.111,222951,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seabear,Arms,O My Heart,0.687,0.646,-3.841,0.039,0.0973,0.000593,0.161,139.978,216667,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fisherman’s Friends,South Australia,Keep Hauling (Music From The Movie),0.666,0.588,-7.13,0.039,0.861,0.0,0.0632,99.802,131080,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kishi Bashi,Never Ending Dream,Stillwater: Vol. 1 (Apple TV+ Original Series Soundtrack),0.694,0.795,-5.413,0.0343,0.435,0.0103,0.363,109.964,217107,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dove Cameron,Rotten to the Core,Descendants (Original TV Movie Soundtrack),0.693,0.808,-6.231,0.093,0.0506,1.18e-06,0.578,127.945,162067,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VOILÀ,Figure You Out,Long Story Short,0.631,0.491,-8.141,0.0354,0.508,3.18e-05,0.177,94.912,163436,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily Allen,Smile,"Alright, Still (Deluxe)",0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,95.506,196893,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young'uns,Carrying the Coffin,The Ballad of Johnny Longstaff,0.781,0.297,-10.632,0.461,0.905,0.0,0.194,118.82,186787,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Focus Chamber,Binaural Gamma Sinus 120 Hz - L 170 Hz - R,Binaural Gamma Sinus 120 Hz - L 170 Hz - R,0.207,0.0304,-29.06,0.0441,0.831,0.705,0.112,67.664,135233,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Pockets,Hello Hello Hello,Hello Hello Hello,0.707,0.641,-7.718,0.0955,0.136,0.00465,0.227,92.943,185262,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domenico Cattaneo,La gatta frettolosa fece i gattini ciechi,La gatta frettolosa fece i gattini ciechi,0.325,0.0736,-25.167,0.0524,0.995,0.957,0.106,73.513,107875,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture Club,Karma Chameleon - Remastered 2002,Colour By Numbers (Remastered / Expanded Edition),0.668,0.73,-7.182,0.0366,0.225,0.0,0.188,92.049,252773,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papooz,Ann Wants to Dance,Green Juice,0.742,0.436,-10.992,0.027,0.672,0.0292,0.183,100.859,210787,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,169.928,141805,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boomtown Rats,I Don't Like Mondays,The Fine Art Of Surfacing,0.464,0.46,-6.874,0.0393,0.717,0.0,0.151,143.603,259093,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Rainbow Kitten Surprise,Devil Like Me,Seven + Mary,0.679,0.63,-6.83,0.158,0.758,7.06e-05,0.111,123.082,188280,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KONGOS,Come with Me Now,Lunatic,0.654,0.726,-3.803,0.0401,0.0311,6.35e-05,0.0618,103.987,211960,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Scott,Goosebumps - Remix,Goosebumps (Remix),0.841,0.593,-7.846,0.0379,0.418,0.0,0.124,124.917,162803,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Wilding,Wales,Wales,0.445,0.256,-11.03,0.0292,0.915,0.00237,0.112,111.58,241103,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mowgli's,San Francisco,Waiting For The Dawn,0.307,0.847,-4.215,0.0551,0.0215,0.0,0.0783,93.072,173093,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avi Kaplan,Aberdeen,Aberdeen,0.517,0.569,-10.001,0.034,0.298,0.0109,0.108,84.968,208011,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Billie Eilish,my future,my future,0.444,0.309,-10.956,0.062,0.795,0.132,0.352,104.745,208155,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Streitenfeld,Sherwood Forest,Robin Hood (Original Motion Picture Soundtrack),0.274,0.127,-21.024,0.033,0.924,0.949,0.123,91.336,139547,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Clapton,It's in the Way That You Use It - 1999 Remaster,Clapton Chronicles: The Best of Eric Clapton,0.534,0.925,-5.004,0.0392,0.108,0.0303,0.0634,200.75,251453,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVAVES,5 Of Your Exes,5 Of Your Exes,0.913,0.355,-8.847,0.142,0.292,0.0,0.0991,118.064,138404,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sipper,Dance In Room Song,Pink Songs,0.583,0.82,-6.774,0.0622,0.0293,0.00119,0.608,90.611,171243,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Elgar,"Chanson de Matin, Op. 15, No. 2",Jubilee,0.163,0.174,-18.525,0.0463,0.972,0.904,0.597,68.736,197933,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brave the Sea,Sláinte,The Kraken,0.593,0.651,-10.269,0.761,0.861,0.0,0.955,78.744,44419,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'aupaire,Renegades,VHS,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,90.052,195200,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny Sings,Sunny Afternoon,Music,0.838,0.408,-11.721,0.0727,0.104,0.000593,0.0793,101.767,171756,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fleetwood Mac,Go Your Own Way,Rumours,0.597,0.812,-12.062,0.0315,0.0219,0.00106,0.102,135.68,218400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Sisters,He's Fine,You Don't Own Me Anymore,0.557,0.616,-8.938,0.0387,0.559,8.04e-05,0.0812,86.802,223400,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake,Follow Me,Follow Me,0.673,0.729,-4.879,0.0496,0.083,0.0,0.1,122.023,169672,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Diaz,Magic,Magic In The Hamptons (feat. Lil Yachty),0.769,0.479,-5.339,0.0385,0.66,0.0,0.0914,96.051,164640,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Ayers Ubiquity,Everybody Loves The Sunshine,Everybody Loves The Sunshine (Reissue),0.52,0.571,-10.326,0.036,0.168,5.14e-06,0.17,161.051,239667,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Hoffman,Sehnsucht,Sehnsucht,0.473,0.0675,-23.951,0.0487,0.991,0.955,0.101,63.229,131572,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Romer,Let's Do This Damn Thing,Finders Keepers,0.789,0.769,-8.139,0.222,0.597,0.262,0.0421,105.001,62067,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ten Tonnes,Lucy,Ten Tonnes,0.534,0.737,-3.925,0.0369,0.0104,1.49e-06,0.0678,116.738,165893,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Aukai,Zora,Game Trails,0.503,0.472,-14.823,0.0341,0.775,0.759,0.0891,114.044,232400,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Paul de Vence,Pink Wine,St. Paul de Vence,0.566,0.258,-8.645,0.0498,0.739,0.0,0.114,118.381,221573,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bowie,Changes - 2015 Remaster,Hunky Dory (2015 Remaster),0.559,0.308,-11.75,0.0376,0.505,0.0,0.109,113.633,217746,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron Ottignon,Waterfalls,Crazysexycool,0.769,0.505,-7.345,0.0829,0.311,7.49e-05,0.0777,171.804,279507,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rikas,Overthinking,Overthinking,0.603,0.701,-4.419,0.0326,0.0517,0.0,0.204,141.989,174080,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clara Luzia,Queen Of The Wolves,The Ground Below,0.805,0.658,-9.241,0.0314,0.334,0.00942,0.358,120.037,151760,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pearl & The Puppets,Because I Do,Because I Do,0.509,0.546,-7.962,0.0287,0.0438,2.8e-06,0.1,86.279,193186,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zelooperz,Easter Sunday,Dyn-O-Mite,0.38,0.723,-9.608,0.34,0.0774,2.52e-06,0.92,143.285,122737,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Stannard,Forever & Always,Forever & Always,0.48,0.12,-26.237,0.0406,0.994,0.944,0.108,77.969,126924,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolf Zuckowski,Leise rieselt der Schnee,In der Weihnachtsbäckerei,0.291,0.178,-13.544,0.03,0.774,0.00055,0.0923,182.345,132093,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Spotify Singles - Holiday,0.475,0.068,-20.032,0.0319,0.893,0.00216,0.105,95.165,192421,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dua Lipa,Levitating (feat. DaBaby),Future Nostalgia,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,102.977,203064,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Pecoraro,Tired Boy,Tired Boy,0.661,0.391,-4.24,0.0413,0.616,0.856,0.0878,82.819,255049,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Pit,Everything About You,From 2 to 3,0.599,0.5,-8.226,0.0592,0.289,0.0215,0.159,102.23,198912,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Freedom Fry,Mr. Nobody,Mr. Nobody,0.703,0.647,-7.529,0.0373,0.217,0.0,0.0593,89.008,187500,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Kahan,Godlight,I Was / I Am,0.375,0.709,-6.34,0.0576,0.00506,0.0,0.163,169.1,247051,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Order,"Temptation - 7"" Version; 2015 Remaster",Singles (2016 Remaster),0.775,0.743,-8.794,0.0306,0.000868,0.0721,0.177,125.612,324413,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah And The Whale,There Will Come A Time,Heart Of Nowhere,0.673,0.728,-5.06,0.0319,0.0252,2.48e-05,0.0594,139.979,217813,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reel Big Fish,The Promise,Ten,0.575,0.918,-3.881,0.0585,0.008,0.0,0.0394,90.036,224111,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Guy Garvey,Open The Door,Courting The Squall,0.618,0.82,-6.578,0.0532,0.286,0.00391,0.675,126.296,296040,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razz,1969 - Conrad,1969 - Conrad,0.569,0.861,-6.818,0.0461,0.0134,0.0011,0.201,158.892,158760,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Mazué,10 Ans de nous,La Femme Idéale,0.535,0.364,-8.828,0.0353,0.885,1.76e-05,0.102,99.155,207440,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plàsi,Who Are We,Now & Then,0.563,0.31,-9.484,0.0343,0.851,2.4e-05,0.102,72.988,273438,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna Waterfall,Alpha Thoughts 107Hz - 114Hz,Flow State,0.0639,0.039,-29.624,0.0453,0.984,0.947,0.0952,48.243,275752,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elias Braun,As You Close Your Eyes,As You Close Your Eyes,0.448,0.0708,-25.966,0.0301,0.993,0.883,0.0961,139.035,126794,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Dosik,Running Away,Game Winner - EP (Deluxe Edition),0.516,0.591,-8.559,0.099,0.814,0.00118,0.108,75.377,271368,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Of Monsters and Men,King And Lionheart,My Head Is An Animal,0.52,0.655,-6.519,0.0394,0.105,0.00384,0.124,126.593,273853,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The 502s,Because We Had To,Because We Had To,0.61,0.667,-6.703,0.0491,0.149,0.0,0.129,131.852,209505,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Naked Giants,Slow Dance II,SLUFF,0.471,0.398,-7.853,0.0483,0.00676,0.0422,0.0868,123.242,295453,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonchild,The List,Voyager,0.442,0.345,-12.269,0.277,0.866,0.0366,0.251,82.824,305760,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Strumbellas,Wars,The Way Life Goes - 10s Rap,0.925,0.542,-5.634,0.225,0.05,5.44e-06,0.0916,97.964,187267,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Junip,Line of Fire,Junip,0.485,0.744,-8.049,0.0409,0.464,0.553,0.122,90.292,339293,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Overseas,Looking at the World Through a Window,Looking at the World Through a Window,0.142,0.112,-20.806,0.0407,0.906,0.967,0.0751,101.366,385000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Harlow,Tyler Herro,Thats What They All Say,0.792,0.793,-6.185,0.0841,0.0872,0.0,0.22,123.031,156578,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fisherman’s Friends,Shanty Man,Home From The Sea,0.532,0.132,-19.486,0.261,0.957,0.0,0.0832,176.025,207907,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young'uns,The Great Tomorrow,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",0.544,0.897,-6.056,0.0471,0.241,0.0,0.13,157.17,215133,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jónsi,Grow Till Tall,Go,0.0618,0.404,-8.721,0.0351,0.434,0.00184,0.604,64.027,320773,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle Sisters,Asc. Scorpio,Asc. Scorpio,0.762,0.6,-6.636,0.0431,0.0717,0.00703,0.0995,80.204,166601,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Brief History of Mathematics,Evariste Galois,Música per als Desemparats,0.625,0.819,-10.032,0.0598,0.0536,0.603,0.118,132.051,67273,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Koch,Away We Grow,Away We Grow,0.508,0.595,-8.611,0.178,0.319,0.0,0.0877,93.332,170918,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Bieber,Love Yourself,Purpose (Deluxe),0.609,0.378,-9.828,0.438,0.835,0.0,0.28,100.418,233720,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassia,Do Right,Don't Make a Scene,0.62,0.698,-7.098,0.0892,0.285,5.56e-06,0.283,91.427,180824,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Leaf Dog,Some People Say,From a Scarecrow's Perspective,0.667,0.776,-4.265,0.182,0.0765,3.89e-06,0.152,83.148,210546,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dale Brenan,Morning Skyline,Morning Skyline,0.443,0.116,-25.785,0.0429,0.982,0.861,0.1,105.753,149959,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BANNERS,Half Light,Half Light,0.532,0.392,-7.502,0.0289,0.816,0.0,0.122,151.879,185947,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moondog,Bird's Lament,Sax Pax For A Sax,0.594,0.291,-11.158,0.0429,0.763,0.879,0.106,63.384,123893,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
